0,59.695,29.645
1,53.546,7.58
2,67.011,-50.73
3,49.177,7.005
4,51.881,-2.053
5,-34.623,-58.39
6,49.7,8.95
7,54.185,9.092
8,45.3,-75.3
9,48.957,8.464
10,59.216,16.211
11,45.433,2.392
12,51.43,7.54
13,39.79,-4.0
14,-31.0,150.88
15,42.454,-2.436
16,-36.72,174.745
17,47.25,7.585
18,47.144,16.64
19,51.772,5.965
20,49.629,7.819
21,48.601,9.489
22,35.874,14.542
23,52.235,22.398
24,-36.719,174.745
25,41.729,-90.041
26,51.348,0.266
27,56.857,24.709
28,-25.304,-57.418
29,-38.099,147.09
30,35.678,-88.368
31,55.499,9.452
32,50.947,4.242
33,47.283,7.942
34,47.789,19.124
35,-35.245,149.149
36,48.388,16.429
37,47.582,6.758
38,51.099,-0.216
39,39.084,-0.48
40,37.01,-88.69
41,53.069,-0.813
42,51.037,3.775
43,44.056,2.147
44,51.456,-2.125
45,51.982,9.843
46,48.206,12.402
47,49.222,6.925
48,42.364,-72.722
49,46.756,7.553
50,66.211,13.37
51,24.671,121.775
52,51.308,12.173
53,49.372,16.653
54,47.02,15.267
55,52.267,-0.579
56,53.378,10.032
57,43.465,-3.84
58,48.407,9.056
59,42.31,-5.901
60,52.7,5.23
61,49.374,6.686
62,45.455,9.145
63,-36.828,174.814
64,33.496,-117.09
65,32.626,-81.528
66,51.899,-2.078
67,38.284,-122.446
68,54.708,25.271
69,45.817,12.896
70,53.171,-1.192
71,52.385,-0.904
72,39.496,-0.393
73,47.628,17.726
74,56.204,44.12
75,50.654,4.556
76,51.883,-2.1
77,53.807,10.345
78,49.524,9.312
79,52.051,5.09
80,43.673,4.604
81,52.211,5.983
82,48.937,9.458
83,-21.081,55.694
84,35.87,14.54
85,48.6,9.21
86,42.001,-4.521
87,47.25,7.585
88,40.871,31.143
89,54.629,20.367
90,65.1,25.35
91,50.89,5.98
92,48.76,8.185
93,45.35,7.69
94,51.025,5.881
95,51.008,-0.077
96,36.98,-122.03
97,32.504,-97.85
98,52.479,-0.898
99,47.47,7.77
100,53.321,6.838
101,51.008,-0.077
102,39.79,-4.0
103,-27.523,-48.637
104,49.142,9.355
105,42.71,24.135
106,52.349,13.627
107,50.868,3.151
108,48.625,7.501
109,47.441,19.034
110,64.096,24.51
111,45.433,2.392
112,61.631,23.55
113,57.447,11.98
114,42.279,-70.877
115,54.605,39.833
116,47.556,17.774
117,53.853,-1.766
118,45.192,5.706
119,51.196,4.489
120,53.76,10.001
121,42.781,-1.685
122,-33.828,151.122
123,52.164,6.237
124,50.39,30.345
125,51.025,8.967
126,27.875,-15.425
127,41.677,-71.266
128,46.367,17.757
129,48.739,1.353
130,38.357,-81.687
131,53.136,6.406
132,51.509,-0.633
133,54.24,49.584
134,49.243,6.699
135,42.958,-81.271
136,45.422,7.595
137,50.854,2.875
138,49.074,9.156
139,43.563,1.469
140,52.22,1.48
141,47.04,15.267
142,49.687,13.375
143,50.73,30.2
144,55.971,-3.162
145,32.349,-106.785
146,48.082,11.634
147,46.615,-72.735
148,52.385,-0.904
149,28.034,-15.498
150,52.992,-2.115
151,40.824,31.107
152,54.802,61.305
153,63.828,23.087
154,56.965,23.604
155,39.621,-8.431
156,33.932,-78.374
157,48.902,7.747
158,53.276,16.463
159,39.113,-121.052
160,48.041,7.584
161,50.871,-1.018
162,51.745,14.34
163,-27.451,-58.986
164,51.08,16.992
165,48.043,7.421
166,36.199,-115.282
167,59.218,16.212
168,40.68,-3.96
169,51.503,5.394
170,41.382,2.042
171,33.719,-116.393
172,49.331,-123.12
173,48.041,7.578
174,59.334,18.063
175,37.397,-5.981
176,60.289,24.867
177,49.1,18.471
178,49.405,1.078
179,47.02,15.247
180,45.433,2.392
181,39.888,-0.092
182,48.217,-117.074
183,52.481,4.751
184,45.455,9.144
185,58.6,23.695
186,44.349,26.031
187,34.97,139.093
188,48.907,1.719
189,48.946,9.423
190,48.33,16.3
191,48.955,9.474
192,49.353,-123.082
193,50.765,-2.01
194,-33.716,151.12
195,42.229,-77.189
196,52.25,21.1
197,52.216,10.631
198,36.98,-122.03
199,47.662,17.663
200,41.726,1.835
201,37.251,-79.998
202,46.536,0.472
203,-31.763,115.76
204,3.213,101.541
205,47.288,11.57
206,51.169,6.88
207,40.392,-3.692
208,55.901,-3.305
209,51.475,7.76
210,49.246,6.417
211,43.308,-3.03
212,-38.279,-57.856
213,59.211,16.221
214,48.39,16.43
215,45.439,12.331
216,40.532,-3.939
217,46.955,7.55
218,25.153,121.469
219,55.901,-3.304
220,34.16,134.15
221,36.604,-4.544
222,45.751,9.836
223,51.883,-2.1
224,53.853,-1.766
225,53.468,-0.728
226,55.768,36.99
227,39.578,2.639
228,51.556,0.198
229,-34.853,-58.079
230,44.622,11.667
231,51.745,14.335
232,46.795,-71.15
233,48.151,11.528
234,47.147,9.431
235,55.644,-3.173
236,47.513,12.588
237,43.7,-79.25
238,45.459,-71.856
239,39.435,2.757
240,40.788,30.376
241,48.082,11.634
242,51.651,7.338
243,-26.489,29.223
244,-6.36,106.637
245,61.497,24.406
246,-7.021,110.396
247,44.843,-123.222
248,49.49,-2.518
249,36.329,-6.121
250,39.889,-0.085
251,56.2,44.13
252,39.954,32.61
253,45.047,-93.206
254,41.088,28.971
255,44.937,-123.018
256,54.24,49.583
257,32.853,-80.09
258,-38.08,145.83
259,18.0,-77.0
260,60.65,17.168
261,-34.665,-58.562
262,40.934,-111.875
263,33.981,-81.236
264,48.185,-0.095
265,46.223,6.109
266,40.61,-8.609
267,48.877,15.136
268,-33.713,151.068
269,42.641,-72.567
270,44.968,11.75
271,50.08,8.868
272,-24.883,113.657
273,53.507,-6.51
274,54.202,9.091
275,45.979,13.708
276,40.872,-78.215
277,51.073,17.036
278,51.064,31.901
279,30.523,-97.666
280,51.78,0.909
281,39.851,9.057
282,52.51,13.591
283,35.84,139.8
284,38.416,-0.442
285,52.176,5.833
286,58.01,7.6
287,52.697,5.227
288,30.3,120.17
289,35.432,138.861
290,26.69,-81.947
291,-33.578,150.861
292,48.955,9.473
293,-23.583,-70.387
294,52.105,6.306
295,43.251,-2.937
296,45.593,8.633
297,53.726,-0.572
298,59.282,18.076
299,47.633,10.51
300,50.971,16.931
301,51.655,9.641
302,56.645,-3.21
303,52.403,5.288
304,53.646,-3.01
305,51.289,-0.961
306,45.7,4.47
307,30.147,-95.656
308,43.91,8.08
309,59.448,13.429
310,42.229,-77.189
311,52.387,4.883
312,52.544,6.109
313,45.753,9.836
314,43.368,-8.41
315,49.764,11.949
316,40.7,-96.6
317,53.113,17.986
318,55.902,-3.305
319,59.37,18.605
320,50.7,8.3
321,46.955,7.55
322,42.427,-124.413
323,49.88,6.75
324,51.02,-4.227
325,51.832,14.146
326,44.608,-79.419
327,47.04,15.247
328,41.399,27.362
329,-19.922,-43.936
330,50.892,5.726
331,51.171,4.467
332,22.222,-102.047
333,37.504,-122.264
334,49.353,-123.083
335,51.213,0.789
336,33.43,-86.781
337,51.795,10.962
338,37.171,-3.597
339,3.02,101.648
340,53.246,6.657
341,53.695,-0.354
342,51.845,4.355
343,52.789,0.431
344,56.286,44.083
345,48.33,14.311
346,22.191,-102.017
347,45.603,4.314
348,52.217,5.171
349,49.265,1.053
350,44.039,8.217
351,46.677,-1.3
352,49.25,-122.996
353,47.433,12.834
354,52.373,-2.263
355,29.45,-98.69
356,47.368,8.539
357,45.893,1.322
358,37.656,-122.41
359,25.103,55.164
360,45.425,-73.893
361,38.38,-0.76
362,54.705,25.312
363,45.455,9.143
364,55.88,-3.383
365,39.854,98.174
366,44.055,1.78
367,40.687,14.77
368,52.6,-0.28
369,51.475,7.76
370,56.186,40.608
371,52.273,4.827
372,51.589,-3.319
373,52.0,4.19
374,49.687,12.373
375,41.642,-0.935
376,51.562,0.217
377,50.893,5.727
378,33.496,-117.09
379,39.171,-77.699
380,36.115,-97.124
381,-33.826,151.082
382,52.486,-0.798
383,32.504,-97.85
384,44.943,-93.43
385,50.202,8.705
386,43.308,-3.031
387,38.067,23.718
388,51.365,11.297
389,22.246,-102.084
390,53.324,12.649
391,-25.453,-49.237
392,41.214,-85.066
393,42.013,-4.529
394,52.692,10.737
395,40.499,-3.346
396,49.251,-122.994
397,49.368,11.068
398,43.103,1.647
399,53.915,9.51
400,-2.97,115.146
401,58.24,8.356
402,49.402,8.63
403,-37.8,175.2
404,49.443,11.076
405,50.322,11.123
406,41.416,2.214
407,37.15,-3.663
408,39.207,-8.621
409,45.367,-73.567
410,-37.831,145.308
411,47.523,12.577
412,-35.36,-58.8
413,49.763,11.949
414,56.171,10.145
415,52.013,5.542
416,51.748,-4.731
417,40.651,-4.678
418,47.628,17.486
419,53.162,-2.225
420,22.238,-102.085
421,50.688,9.052
422,53.272,7.029
423,42.394,-8.708
424,-40.959,175.657
425,53.391,-6.247
426,49.054,-122.487
427,51.851,-0.497
428,51.0,5.0
429,40.501,-4.059
430,53.554,-9.945
431,45.412,9.971
432,53.833,-1.06
433,49.863,19.392
434,40.454,-3.599
435,-37.804,174.879
436,40.613,-3.711
437,51.463,0.133
438,39.79,-104.747
439,45.15,-93.39
440,50.322,11.123
441,52.649,13.58
442,50.904,5.78
443,32.069,34.926
444,52.456,5.039
445,-36.72,174.745
446,42.16,-71.764
447,21.774,-102.011
448,49.369,11.069
449,22.268,-102.033
450,39.888,-0.092
451,42.266,-72.669
452,53.3,-2.372
453,50.358,7.584
454,48.067,7.329
455,51.432,5.389
456,45.752,9.836
457,55.739,37.478
458,40.504,-3.515
459,42.021,-71.504
460,50.702,12.939
461,43.417,-88.25
462,43.317,-8.353
463,50.681,-4.435
464,40.602,22.958
465,40.588,-4.162
466,52.056,4.545
467,51.817,-0.213
468,50.199,9.916
469,-37.804,174.879
470,42.395,-8.708
471,44.414,26.169
472,49.854,8.625
473,41.747,-71.351
474,40.503,-3.699
475,53.267,-2.156
476,36.82,-79.371
477,52.769,-2.048
478,1.473,103.77
479,49.052,21.281
480,43.215,-77.482
481,52.0,4.21
482,48.221,16.824
483,50.644,7.086
484,-8.274,115.377
485,26.118,-80.359
486,39.455,-86.322
487,13.95,100.702
488,37.656,-122.412
489,53.919,8.936
490,39.872,-0.342
491,47.57,-122.14
492,41.242,-77.002
493,43.183,-89.21
494,51.858,4.254
495,45.548,12.061
496,49.503,-115.808
497,41.147,-8.666
498,48.186,-122.107
499,-25.655,31.514
500,26.912,-101.432
501,25.316,55.375
502,59.742,30.474
503,37.396,-122.011
504,53.23,6.58
505,33.43,-86.781
506,40.501,-4.059
507,-26.502,29.236
508,22.169,-102.29
509,40.992,22.872
510,45.168,5.732
511,55.796,37.81
512,51.874,4.788
513,-34.743,148.84
514,40.357,-80.165
515,51.008,-0.077
516,52.386,4.882
517,53.5,-1.017
518,43.461,-1.36
519,40.796,30.426
520,38.139,13.295
521,30.519,-87.179
522,49.101,-122.64
523,49.369,11.069
524,32.562,-98.298
525,45.589,8.922
526,42.811,-71.557
527,61.537,23.617
528,47.047,15.468
529,48.76,8.185
530,54.985,83.029
531,-21.628,149.262
532,51.546,0.208
533,51.401,-0.747
534,57.727,27.082
535,-27.602,-48.501
536,53.612,-113.216
537,-3.704,128.189
538,29.707,-97.494
539,47.047,15.468
540,32.034,34.731
541,37.446,-122.122
542,49.02,39.291
543,49.515,10.878
544,56.014,-3.908
545,40.81,-4.33
546,45.589,8.922
547,40.967,-5.668
548,-26.5,29.3
549,38.889,-77.202
550,29.504,-81.219
551,59.95,10.76
552,51.336,12.366
553,40.368,-80.539
554,45.716,8.453
555,40.474,-3.376
556,47.675,-122.143
557,35.0,-90.0
558,55.903,-3.304
559,52.909,-1.296
560,47.377,8.542
561,37.82,-121.9
562,25.104,55.165
563,49.376,3.35
564,52.188,20.897
565,39.817,32.725
566,48.078,11.683
567,38.276,-105.317
568,62.69,22.743
569,51.21,5.19
570,40.686,-74.473
571,30.253,-97.869
572,51.738,36.148
573,35.679,107.646
574,41.765,-71.389
575,42.273,-88.333
576,32.236,-110.784
577,37.403,-79.185
578,52.992,-2.115
579,50.92,3.647
580,50.485,4.885
581,49.369,11.069
582,33.257,-84.382
583,47.57,-122.14
584,22.155,-102.272
585,38.812,-9.189
586,41.607,-93.788
587,43.0,-88.0
588,52.909,-1.296
589,46.7,7.65
590,-22.406,-47.571
591,43.687,-79.451
592,47.5,9.395
593,49.677,-97.436
594,49.317,-123.12
595,47.57,-122.14
596,55.656,12.479
597,-26.102,27.878
598,52.219,-0.902
599,21.913,-101.965
600,42.591,-83.491
601,25.018,121.524
602,52.83,-2.12
603,42.015,-86.52
604,-34.72,-68.35
605,52.381,5.193
606,50.936,7.123
607,25.075,55.14
608,40.839,-5.542
609,48.068,7.878
610,49.396,8.532
611,59.214,16.213
612,47.42,8.18
613,41.409,2.159
614,50.881,0.56
615,40.352,-1.109
616,53.611,22.062
617,50.941,1.86
618,54.984,-1.624
